,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,
total_ipc,0.3528558414295542,0.4192428401952776,0.3734696555094762,0.5105117918260255,0.4163964230064954,0.3474714067769354,0.1641346772505526,0.23768857699861842,0.45839161884967333,1.521631935564801,1.556950880248634,1.1023200730368705,0.6349156492505118,0.5325036504049238,1.0915392897593612,1.0976538014395412,1.094402462728808,1.0656168619310376,0.580261440109887,1.036465872560606,1.0232966211768213,0.5451621716839088,0.3980634456810317,0.437007671545905,0.7949901111597909,0.804138103179526,0.7865451414806134,0.7827239206482008,0.7909730119414816,0.7751545456348383,0.7668612649420202,0.7868418153809124,0.7875169193509305,0.7859594642570246,0.7835456219668274,0.7827375698175267,0.7539066527244526,0.7964312028232124,0.8004113593720407,0.7942441646405798,0.7903770540743125,0.5324716056757273,0.7665416724762211,0.7638867131734356,0.7669548102229382,0.7641197535572833,0.7671296931391135,0.763132159315732,0.7671459761846465,0.763253162692479,0.7688913990553479,0.7619924383407981,0.7641918947535138,0.7611326399221621,0.770978150410963,0.7516750204599997,0.7730951293588452,0.7628761428771142,0.7679234318749995,0.4028787305075462,0.32320524762552205,0.1651868664956987,0.16734859003540922,0.16629846495614134,0.1702699173892099,0.1668951184644818,0.1669607746042814,0.1686115656622638,0.1874264647114073,0.22526723128364473,0.22519318223742207,0.2614128234151922,0.4234833110655959,0.4943293544327355,0.4976061062976264,0.4976115559538731,0.4991491488825636,0.5002188520580372,0.35682690821878155,0.18501991681231938,0.16529408134310242,0.167058680107049,0.19161857857495054,0.21545872890211903,0.31150868068362936,0.23342687517307825,0.2836359024221061,0.35692759605004676,0.35680207402001274,0.3562244253076573,0.35721606949335116,0.3620509561037637,0.3604320763135094,0.370479290135311,0.363457049773259,0.36485811001049945,0.3623920743646662,0.36462140290750383,0.3629643856361036,0.3625426877896162,0.36876232430849065,0.3664858530688507,0.3673805856198593,0.36425075402844737,0.3619303998966616,0.36482443696355876,0.36428689761672095,0.36512586624438365,0.36263019422556286,0.3555068131602414,0.35713757943568114,0.3643552745942438,0.3608766008293847,0.35066114337896453,0.34610824977280047,0.3545470209769895,0.3561368700738783,0.35612816752703075,0.35441696045725796,0.3557331238295505,0.35734096241167645,0.35556668992016494,0.2805584706406809,0.25672048081886073,0.23461659443183017,0.33317783771451914,0.4933896863059015,0.33476907251977633,0.40477879322685684,0.277822656080109,0.1817340476010701,0.18787022835642248,0.18979421987706488,0.1768280333932785,0.3408840229183438,0.5183475749383771,0.5033508452929584,0.5241289082189163,0.38526012690628764,0.161168060277415,0.1608849988419602,0.16233498990214176,0.16101501633013707,0.16098648667393853,0.16323622014184463,0.22442931987896614,0.4009073393501643,0.4340691130944948,0.4500618330457184,0.2814179493657722,0.25649559449677234,0.25512765926223163,0.2513913723324773,0.40184605211735447,0.5074321007010432,0.5091598628649348,0.5316794218864275,0.5396253353693055,0.549088910005764,0.49863149181734473,0.25800743806567744,0.10199824109945407,0.1017325094905155,0.09875233002012852,0.10147236045893222,0.1013745917675776,0.10829806192701646,0.10355162339927082,0.11131381971836299,0.10559390700516635,0.40735008142162005,0.6415094488313556,0.4194386428308402,0.4056992594375601,0.39453146212071394,0.5090670737185761,0.5105597684961198,0.5180123174195876,0.49805979446400145,0.4457529741343772,0.36891621385476264,0.4098614234783577,0.6448302765606282,0.6292479379878027,0.5797698994487669,0.4474112737986857,0.3590292469891527,0.45840310843332216,0.511231244279447,0.6414723957051781,0.6061718673549363,0.534690957614908,0.42159126943963954,0.361590380204236,0.48759136784258295,0.28234523179878446,0.30798363617887414,0.3612632587637078,0.33472517453019923,0.43895647199150173,0.2456053316160529,0.24277725481870638,0.25903309657310764,0.4228960481404166,0.42067479596276613,0.39808238855623357,0.35860666807673397,0.45255559241427235,0.315912749217289,0.3914480655375473,0.48069250625195037,0.4939672353850998,0.41669197231345084,0.44786802193524705,0.42693664129850073,0.3733298096953695,0.17673548826223182,0.2693729280717725,0.6178029953588796,1.5633723289630193,1.570995283402279,1.550201918556511,0.43142050799210646,1.0520271683417188,1.0528441547079548,1.026029774707538,0.7828686459784868,0.7005416354195199,1.0211251487250907,0.635596501118086,0.3877270663218355,0.48518540330753007,0.5324527006944713,0.6299903029408993,0.6011214313883364,0.6196600758144506,0.6194423600311422,0.6022739487827184,0.6237911841931667,0.6225982519610175,0.6197216408975372,0.6157828968946514,0.6139909829939387,0.5765590341910937,0.6232092593050909,0.6220674943153266,0.618904717595838,0.6178971152865621,0.6186348215705545,0.5349677694439282,0.482779205880929,0.6219328949199525,0.6234196777798523,0.6248480286100143,0.6218150573655735,0.617353731714722,0.6061546029478915,0.6169566702837921,0.6155233972774434,0.6153525749256892,0.6143480364206466,0.6056960279929593,0.5872383277886996,0.6115668326466713,0.6080962988963708,0.6113427217851406,0.600347017691571,0.5184306797340567,0.35060419464053744,0.1682472765933409,0.1639026207760674,0.16461968340862543,0.1690434196085676,0.16597583824097958,0.16536729178382728,0.17509152362186803,0.195898096439257,0.22454949530028534,0.22436767727827434,0.22582238352306283,0.25618037883281064,0.40022490807802147,0.500736581938314,0.5026098494805201,0.502532340516577,0.4999530698633718,0.49903874890724126,0.37372909886463496,0.1911778885716912,0.16403855394474845,0.16529759021764948,0.19597609585029893,0.21909578259348703,0.21999965251700992,0.2893295261183943,0.2993037190162846,0.2259914942501669,0.35684332471425384,0.3599706022181769,0.35786789717818235,0.36258631593579854,0.36089263140857486,0.36035421585523203,0.3617964300529948,0.3588412638638093,0.36340616806209397,0.3662436437890026,0.3684557768868314,0.37463182609938145,0.3724636825952044,0.3756245908801567,0.37547866212464964,0.36265341220166836,0.3729106137953818,0.3724819381652495,0.37231684636681023,0.3739554195350501,0.3736721936733727,0.37410930417557864,0.3678878774335439,0.3587361507768756,0.35887833902241434,0.3644666988724291,0.35508843739614554,0.3622183489058277,0.3588900327020447,0.36270393862476186,0.3607781901295226,0.3620251615300962,0.3634594480216425,0.33716983244764553,0.27126710163272527,0.30989868804163456,0.2677029685318519,0.4919866157150559,0.30148098588917543,0.5000500022034476,0.28706616683554986,0.17326455622187298,0.1696346343910206,0.3032380933210835,0.5205850219246231,0.5214825453948427,0.5199315538654865,0.5289990275816417,0.16794782924396987,0.16074922332642058,0.16286759600056383,0.16201480242646027,0.16113686098482682,0.16509254574538573,0.22962590286021545,0.4300003247264219,0.44006962813603223,0.46168294525553877,0.27044265375870463,0.25845674450078976,0.2578384066550893,0.27099025986443953,0.4397138054317212,0.5245704770778461,0.5082821750831948,0.5294475168026337,0.5495768620545308,0.538332918591427,0.3316673012246826,0.11090357747575695,0.1014354930860952,0.10144610786545616,0.10278856218223922,0.10397350370587323,0.11188480848063441,0.1063957356981984,0.11541681271115387,0.10680628704289731,0.33901934228950753,0.6462044305866244,0.5072657495830372,0.36162529756652806,0.3912771009740885,0.5067891290185834,0.5294516796455898,0.5128585475961343,0.5184199153798581,0.5205554786583656,0.389515550476459,0.35343687646639693,0.5608766981606469,0.7497595556512696,0.7399125041505114,0.5968195199823575,0.484845253864564,0.4357016519249737,0.45642428033268806,0.4803976867683967,0.7289265936400816,0.7423265454990865,0.7273330176494843,0.5212758208185012,0.4556109385046021,0.422917110388287,0.5133062356202155,0.3790042821017576,0.30451287425031437,0.3680304500067573,0.3518391789494136,0.4372912543834679,0.25039976821287957,0.2414251468667427,0.25197167578662566,0.4094976250409394,0.430081563899945,0.3959075230952958,0.38992283452900434,0.40969493343401225,0.4629231282948644,0.28189564032025366,
cycles,357206524,423416816,506559824,367733095,436402949,566453647,1335281114,861517790,394889411,118668818,117884965,121254315,179243846,258957990,168288849,166626959,168075770,170872676,307456422,175427500,177169488,350618766,482773480,419181943,237833397,235738715,239920159,242993469,238994399,243479722,246948517,240936176,241497944,240828700,241209622,240319137,249184151,239048658,236845875,238922155,238862505,347362661,248824539,249453447,248115450,248973807,248260617,248961725,247883619,248708699,248211455,248546583,249587850,249386480,246774872,251991492,246964903,249257880,248520494,483042607,607160323,1314855799,1315597872,1300986421,1259493400,1291054295,1291438973,1275165997,1126328916,916295905,915560490,774090961,454909703,387492890,386413506,385562731,384802523,385053660,546822635,1143655788,1307259654,1290563659,1099034846,963028149,634477953,857324744,692383528,549520401,550832014,549822617,548362682,541443961,543248463,529489302,538631875,537247580,541720518,538189999,540751009,541778574,531923316,533916315,533781383,535361596,539100420,536278901,536703814,534881406,534356611,551413837,548532003,537971397,544214852,560313466,567241199,553264249,550491205,551131583,553131522,551603896,548423398,551411112,676231807,793541029,951948724,592011198,388428900,588373682,479470699,722680601,1174989902,1133681016,1121509796,1218631468,575846187,369343407,371646388,366288912,502185936,1345704098,1349388138,1334845760,1348033351,1349197331,1325919645,930232550,465984190,432098006,415471485,696279469,774516957,778464009,791886739,481359087,376236637,374871517,358760020,353854623,347102053,384130370,784696621,2637393448,2735243021,2723063152,2615132835,2619797078,2374395256,2612483510,2353732125,2462064792,469778940,292160674,458618780,452173215,489003768,374304920,372800897,367244675,383227551,430932769,532745727,473938344,286860380,288215959,317162423,417299868,527280354,404435290,369316301,286578127,292892151,346855631,442832725,525909388,383065833,706319140,644539819,544383011,589682359,436737735,814870369,825325774,771167173,459835610,463500378,489512023,540913502,424977907,624681332,492744127,399109365,387150994,459212502,429111629,452742122,521556329,1221975943,747711655,302395987,118181580,117835977,118154560,293045711,174392814,173862541,176467474,229780815,262529964,178687348,297208462,497848422,390474735,361379684,304872734,307888274,310545738,308112914,318998261,308112357,309072289,310169260,311689042,312708738,333849531,309653362,309866828,310800568,311283171,311499295,360631739,400304530,309265583,309318949,308678128,310182302,311875082,317109231,312414503,313189064,313603816,314033122,315352173,325954578,314347177,315413868,315994169,316663341,372990160,560029656,1303624500,1324543752,1314530355,1269892011,1300519736,1306181087,1313563773,1072195979,920934954,923055312,921977742,792745336,487867585,385093025,384143538,384108473,385715947,385883236,524261544,1097287136,1320310376,1306941723,1069975648,944124510,939276980,685830467,667201438,895130809,545788261,542813706,542445228,540067648,541761095,542368081,541360403,544378467,538458236,533773122,529914113,521846532,524794431,520170023,520903488,539230137,524139573,524661006,525096267,522362220,523517886,523265211,530704926,543351759,541147830,535311500,550136963,538393387,540950717,539580393,542309708,540047068,538597150,568740307,720595436,629072920,777675894,390480844,661594448,383974609,698528982,1248638496,1281386222,657678979,369859346,369140171,369580506,362449653,1286764633,1358761254,1335331540,1351370270,1365209636,1341171180,888378300,445129301,434791963,413893746,730528024,768808411,770609605,735277768,438819608,363878117,376136032,361148058,347837204,354615355,593730971,2426319894,2634385130,2623430264,2569121909,2528122130,2273101385,2522259879,2241724116,2435244897,578093243,290964704,374621563,536983380,493336615,376155137,359321457,371318191,366275611,365652625,500801275,554741637,337698956,248650387,250783562,309694244,379801668,425348194,403098120,385754472,253091543,248913423,252344393,353789787,402189434,431943417,358648000,507566760,652617529,534730880,560430354,438413314,802680392,837073607,800468663,475389367,452502399,496686714,497812355,472141964,415557628,711398575,
insts,200007382,200010353,200008567,200004940,200008974,200006617,200016320,200011529,200007597,200001377,200001369,200001469,200015717,200016661,200001933,200001910,200001928,200001942,200003799,200002291,200002334,200004982,200006041,200007949,200002815,200002702,200002832,200002769,200002734,200002779,200003045,200002717,200002712,200002756,200002761,200002747,200003349,200002693,200002661,200002686,200002690,200006240,200002790,200002799,200002787,200002794,200002729,200002805,200002772,200002794,200002775,200002798,200002807,200002805,200002772,200002853,200002743,200002800,200002771,200005611,200006941,200015531,200015552,200015328,200014825,200015203,200015174,200014983,200013174,200010601,200010599,200009107,200005150,200004349,200004343,200004337,200004339,200004323,200006260,200013432,200015378,200015128,200012820,200011171,200007286,200024277,200012929,200006234,200006281,200006276,200006277,200006165,200006171,200006033,200006124,200006113,200006118,200006148,200006158,200006123,200006032,200006084,200006049,200006090,200006103,200006081,200006146,200006090,200006142,200006255,200006197,200006124,200006187,200006366,200006473,200006276,200006293,200006282,200006295,200006289,200006251,200006261,200024915,200009081,200030583,200006718,200004355,200006707,200005438,200008240,200013669,200013170,200013085,200014144,200006574,200004136,200004202,200004107,200005735,200015874,200015906,200015756,200015894,200015899,200015629,200012809,200007061,200006116,200005931,200008753,200009254,200009369,200009518,200005837,200004290,200004270,200004090,200003991,200003916,200004347,200010590,200030476,200031627,200031395,200030094,200030247,200027360,200030247,200027139,200028341,200005395,200003294,200005210,200012228,200005577,200004263,200004208,200004201,200004364,200004930,200006012,200005410,200003281,200003371,200003690,200004903,200006245,200004765,200004266,200003331,200003423,200004066,200005219,200006184,200004438,200008130,200007332,200006205,200006736,200004985,200009503,200009641,200008993,200005180,200005240,200005958,200006618,200004824,200007175,200005746,200004517,200004394,200005324,200004844,200005101,200005973,200014234,200008599,200003683,200001367,200001360,200001345,200030025,200002002,200002004,200002046,200002679,200003025,200002059,200003402,200005693,200004464,200004058,200003415,200003482,200003458,200003440,200003571,200003407,200003447,200003455,200003491,200003487,200003734,200003447,200003444,200003454,200003491,200003491,200004028,200004533,200003452,200003440,200003427,200003424,200003453,200003547,200003476,200003488,200003476,200003510,200003536,200003624,200003510,200003513,200003519,200003519,200004164,200006423,200015351,200015594,200015461,200014938,200015281,200015361,200015592,200012556,200010685,200010696,200010731,200009120,200005523,200004356,200004309,200004291,200004335,200004309,200005919,200012885,200015545,200015309,200012492,200010899,200010875,200007932,200007615,200027142,200006269,200006199,200006245,200006141,200006195,200006180,200006162,200006200,200006100,200006086,200006030,200005936,200005941,200005894,200005886,200006162,200005946,200005952,200005977,200005910,200005980,200005926,200006031,200006180,200006229,200006116,200006246,200006111,200006236,200006159,200006186,200006143,200006121,200009828,200013286,200021802,200010995,200004404,200007536,200004333,200007955,200014496,200014887,200007483,200004155,200004136,200004158,200004096,200015059,200015922,200015676,200015904,200016123,200015818,200014234,200005127,200004957,200004704,200008502,200008983,200008984,200008537,200004985,200004144,200004270,200004094,200003935,200004002,200006792,200027966,200030257,200030157,200029542,200029110,200026042,200029191,200025757,200027954,200006630,200003296,200004294,200006138,200005665,200004294,200004055,200004252,200004170,200004161,200005682,200006335,200003853,200002841,200002872,200003549,200004498,200005016,200004745,200004555,200002917,200002816,200002903,200004115,200004794,200005088,200004238,200005855,200007449,200006040,200006345,200004999,200009328,200009727,200009295,200005354,200005130,200005562,200005665,200005372,200004724,200008133,
icache_access,196620777,206292948,262213237,198476663,205894494,308482569,682647493,434842578,224764108,104907960,104531419,106156332,135097563,173430600,136462746,135665422,136373065,137554058,203410548,132738354,133671978,213056144,264687460,236959535,160995955,159257794,162601466,163721991,161840010,163504305,164829582,162311381,163012336,161945175,162649531,162172259,166567776,161423027,160380602,161642813,161070270,213418069,166299440,167480620,166627363,167028163,166702327,166400883,166772434,166365516,165953369,166409953,166053274,165838471,164937936,167941936,165160914,165856534,166217381,267635160,328455597,691474639,692081322,684846357,663078594,679569854,680026012,671434979,590600135,478309558,477070670,392253979,231818688,200206311,199512114,199171288,198438718,196101231,269696312,599818604,688029218,679240494,574946405,501312155,346186211,434106326,336208716,304414020,304993479,305111141,304199314,301830080,302864301,297458820,301305470,300646222,302749808,301341052,302490462,303060927,298113699,298909802,298830262,298929389,301278659,299925392,300308247,299014214,299290818,306485098,305380213,299994117,303100881,311606304,315047361,307349254,306199519,307035160,307995915,307009361,305044255,306138627,378227021,420740232,491705045,307707687,203411675,297025524,243226559,366572531,626202426,587592194,592832448,639064045,290252742,195331038,196344151,193566664,261570716,707451708,709496436,701749058,708710156,709355845,697333591,476335031,251448895,234573665,226357288,381959808,425488630,427319769,433996449,262509891,202049574,201806705,193328637,190836273,187762420,205446046,408140233,1332695128,1382156405,1375145704,1320104640,1323931128,1203812463,1320691141,1192925374,1247103413,266470603,188393702,259489660,266122091,265020318,214417086,214892831,214125601,214149452,245474583,290146580,266061570,186479395,187193206,201839868,253194707,304910730,246965370,218810065,186381461,189470018,217195561,265461319,303943333,232665250,372973018,345289444,296981545,313008035,232073260,442178508,448368081,414261196,258329045,266675623,283297884,288175405,225404881,328307752,258015402,221511376,215875414,250909069,238776343,252607225,278693615,633943290,377180975,185562701,104666455,104501523,104651996,187017242,138966094,138859861,140012075,165961396,177536717,134468151,188850960,273717966,222959351,215930625,191317452,191753873,193901037,192128864,197927479,191551513,191857761,191554178,192937260,193043452,204155214,192343507,191581139,192805225,193020451,192678324,212901745,233144250,192663596,192882459,192770018,193209662,192257771,195221403,192315476,192716444,193697353,193348048,193777051,199368040,193932260,194321908,194077357,194197157,219545748,302997570,681830090,696029586,691050503,667815038,683961835,686789568,690059828,566334937,490641837,491468572,490636478,414616931,247703068,199057057,198396290,198450844,198811604,197098609,258988515,574028775,694272859,687209405,566316499,504791886,502340317,376926260,346103727,420418269,304703347,302512161,302226270,300832251,301358744,301698584,301865859,303208758,298583867,297622145,296873570,293514250,294721573,292850494,292345341,302062729,293528604,294320283,295230305,293689854,294514453,293967779,296520105,303234291,301853024,299480088,306957262,300100575,301585607,300778989,302531636,301545821,300188344,314844305,409188300,335322289,397092164,202301734,328852126,200589640,359010501,656450180,661734512,334019211,195347760,194936904,194988656,190882043,673593116,713451142,701096393,709497742,716678242,703922806,455549194,238925398,232771514,222298832,400727008,422096481,422970052,404202606,234325628,195261080,201994185,193847978,188196073,190626355,308463957,1227288285,1330968929,1322206376,1294599789,1276449429,1152392669,1273867978,1136184619,1232559111,320054714,187415181,221695188,301986059,274976233,208709713,215947597,207660563,217687818,206550410,281234082,303275737,203404211,167958453,168879987,198950472,234891206,256127494,245374597,230108912,169305634,168074690,169655269,221443682,245525625,259190737,224575158,281638276,347729974,289401936,297923167,233197652,435264554,454588027,432974727,263883315,260821850,288190464,266207864,249254527,225106071,369766617,
icache_hit,174518795,163604143,235484192,176456180,156337394,307502052,675349186,432083247,221710318,104878969,104501667,106092076,135014586,173252261,136341828,135552327,136258574,137421436,202510413,132008083,132943855,212339903,263205465,233520323,160729307,158991995,162318052,163437419,161557338,163208133,164531665,162026183,162731007,161658607,162352322,161870109,166260158,161147066,160099248,161363412,160778022,212568519,166048171,167234681,166358557,166753135,166442903,166138727,166511304,166100327,165700632,166138709,165784461,165569053,164669297,167649753,164900624,165588363,165949029,267116083,326232402,669623740,670285178,663413946,641807298,658402361,658919216,650468494,577170255,477318402,476074826,390448742,203872923,168252734,167802479,167365547,166601023,162637906,248481762,583393478,666605527,657923542,565110352,500222517,345450354,430589769,331230211,301992546,302681643,302706470,301805235,299539670,300491259,295347804,299019264,298445276,300473546,299151307,300297108,300889200,295968332,296691547,296684301,296670838,299030291,297700397,298059634,296826339,296987606,304004766,302960636,297806818,300865425,309254925,312640954,304988515,303850598,304766325,305634444,304635896,302653752,303685021,376657888,417762304,487900732,305661377,172755632,283792178,217527346,350796256,620596809,583712771,587787667,634684254,272334865,166893241,167061149,165249568,235684018,686563137,688726675,680330097,687883447,688655606,676446940,470088648,243065348,226595425,218560540,372537939,415787468,417588969,424247116,260740262,174570215,174715814,166538085,164858282,162561291,179785113,405174630,1323307502,1375838725,1368974286,1314319258,1319758268,1198234335,1316405755,1186723743,1240956084,262930160,186237984,256454308,263482601,255464688,202670376,203992683,204521351,199951631,235181714,273762847,259625263,181367292,181968718,196182469,245799150,294709836,239840170,213063378,181182636,183954487,210953447,257472826,293348882,225689780,366018573,340671693,294300136,310249389,224918683,433245040,439324600,407668056,253305022,262407621,279352672,281888818,208829919,316092620,242386581,208092297,200679698,231107352,217933064,245938663,266780602,626039855,373721057,184213317,104638374,104476002,104621430,186869066,138843725,138739099,139882112,165560483,176492290,133738418,188164940,273046132,220025214,215160511,190981087,191305860,193511182,191747832,197526846,191189690,191486550,191172996,192552883,192653142,203773781,192011062,191246235,192472850,192681840,192338872,212191170,232191971,192332115,192556710,192445298,192886828,191908041,194855084,191978406,192370138,193372013,193012669,193413331,198999777,193591542,193985602,193749302,193831765,219138354,302462374,662622167,675388634,670351300,647447691,663597752,665778537,669196878,555999783,489545639,490392850,489515305,413094944,224579578,167547050,166867241,166948656,166958497,164150447,234387177,559670348,673684271,666569549,558206544,503686846,501264544,376096841,344716408,414591908,302255347,300106550,299708809,298419607,298908486,299243856,299405875,300682823,296090947,295190765,294613162,291384214,292515409,290766920,290281036,299934918,291452738,292172395,293100255,291598269,292362213,291862287,294267182,300830288,299393119,297117096,304688370,297702366,299039149,298391064,300100749,299197952,297840643,312684960,408481451,332235676,390120328,169968321,318638644,169713632,351581189,651974560,656836291,322673064,166767221,166435878,166314686,162634764,654116058,692898597,680297073,688743628,696028890,683221129,449933972,231346108,225641546,215218942,391764749,412846962,413510102,396368478,220015763,167860590,174674397,166799010,163414474,164148977,297843717,1218538811,1324935358,1316316779,1289732353,1272425966,1147557950,1269769607,1130567477,1227308241,316160391,185383162,219429111,298981647,269164734,193070662,209570358,193119802,210049308,193325402,268984103,288962207,198435834,163854002,164680130,193104702,226842459,246869935,236583435,223791631,164723265,163927911,165317382,214186027,236845182,249424724,216978017,274642678,340917281,286732815,295690512,226045480,425578163,444600839,424799744,257720072,256772005,284469236,259703889,233735151,211355597,362664591,
icache_to_L2,3999434,6721079,4518459,3811819,8111007,85826,367373,189254,396359,4825,4811,6475,6315,13343,11716,11685,11509,12046,59004,107341,108322,82125,184009,461178,47330,47919,48753,50850,51001,51149,50082,50349,50064,50312,51145,50473,50243,49755,48898,49055,50567,77243,48140,47437,48098,49601,48212,48468,48939,49308,48625,49036,49175,49169,48926,49786,48350,48850,48993,48820,76816,542501,535961,523721,573391,524797,516556,535192,381373,49017,49561,119073,6401683,7520812,7529678,7527688,7582202,7932798,4918251,410830,507493,524953,266599,51263,41630,340234,601030,234636,225635,235080,230964,225675,232903,211353,228191,217312,225285,214451,215190,212159,213457,221837,212933,221795,217592,220218,221464,213993,226428,246381,240428,216222,213323,223977,227760,223024,222369,211543,222294,226247,233048,242191,152782,181757,282762,250755,6839441,2866343,5642981,3281205,138875,111297,131253,99401,4032435,6754693,6768168,6771276,5708888,472106,470848,515991,478924,470489,507216,474905,1197771,1191095,1157031,570924,380000,383181,380614,248540,5612212,5569570,5608056,5581214,5502997,5415519,157642,314386,209940,189180,201206,166496,261853,176817,277398,226371,450125,373118,381216,367086,1704985,2279467,2059529,1858039,2711659,1878626,2855683,1088628,667182,666662,625392,408572,656058,397335,868937,663337,666641,553010,435557,684490,508781,468354,302381,190620,201405,1053866,454030,428685,314986,866547,771438,707109,918213,3454877,2289849,3184707,2657658,2675799,2475744,3021915,1136086,1843123,345723,302260,168907,4729,4602,4790,9308,11287,11546,11604,25906,108305,107103,91152,56624,386844,112022,60579,64548,63923,63572,62149,62240,63350,62651,63789,63374,61863,61629,62660,61526,62012,62883,81968,92323,58730,58421,59908,59643,60143,60351,60148,61002,60075,60635,60864,60727,60990,60191,60065,61637,59768,39553,487932,517945,524629,568157,521539,533412,540247,323611,53851,53283,55583,98806,5348034,7492325,7519946,7509941,7576323,7822355,5707025,373661,506805,524286,237947,53607,53062,44490,92520,724147,227141,227536,234857,233327,234621,232931,232661,240666,243408,239560,220619,206662,215229,206681,199354,199833,198133,205753,203162,199041,210517,205610,220922,227392,232461,229459,213979,229896,241284,230722,230139,225163,223107,200719,32090,344102,1219231,7297978,2089786,6966340,1425973,94633,129108,2395530,6796261,6800410,6817153,6699912,745454,491500,522029,512305,492483,527160,487276,1102536,1065860,1081198,475840,410432,415432,337812,2866262,5681961,5618219,5650238,5407848,5682274,2031195,347791,213968,196574,166133,174783,259673,182531,291819,208236,447241,350762,337605,359248,980805,3057868,1188356,2835892,1434447,2574239,2047336,2386271,877699,621010,636378,531451,378393,501005,497393,537264,727878,623299,634551,443751,417195,531297,380931,523524,449133,192123,167691,1064537,486396,425568,352230,1070609,722113,680615,982133,3200814,2812773,1149630,
